Datetime,Nuclear,Gas,Hydro,Wind,Solar,Biofuel
2022-01-01 00:00:00,10474.0,163.0,3872.0,458.0,0.0,5.0
2022-01-01 01:00:00,10480.0,202.0,4076.0,300.0,0.0,0.0
2022-01-01 02:00:00,10481.0,183.0,3570.0,320.0,0.0,0.0
2022-01-01 03:00:00,10483.0,123.0,3332.0,348.0,0.0,1.0
2022-01-01 04:00:00,10485.0,123.0,3067.0,267.0,0.0,1.0
2022-01-01 05:00:00,10484.0,126.0,3158.0,687.0,0.0,4.0
2022-01-01 06:00:00,10482.0,127.0,3124.0,965.0,0.0,8.0
2022-01-01 07:00:00,10478.0,124.0,3234.0,1412.0,0.0,10.0
2022-01-01 08:00:00,10479.0,123.0,3427.0,1073.0,4.0,9.0
2022-01-01 09:00:00,10477.0,123.0,3593.0,1506.0,12.0,2.0
2022-01-01 10:00:00,10475.0,134.0,4119.0,1822.0,14.0,5.0
2022-01-01 11:00:00,10479.0,186.0,4261.0,2165.0,18.0,6.0
2022-01-01 12:00:00,10478.0,246.0,4363.0,2344.0,17.0,4.0
2022-01-01 13:00:00,10476.0,347.0,4183.0,2510.0,15.0,0.0
2022-01-01 14:00:00,10473.0,420.0,4033.0,2797.0,11.0,0.0
2022-01-01 15:00:00,10470.0,532.0,4114.0,2570.0,5.0,0.0
2022-01-01 16:00:00,10478.0,540.0,4487.0,2599.0,0.0,0.0
2022-01-01 17:00:00,10477.0,589.0,4721.0,2585.0,0.0,0.0
2022-01-01 18:00:00,10473.0,574.0,4667.0,2653.0,0.0,0.0
2022-01-01 19:00:00,10477.0,584.0,4650.0,2738.0,0.0,0.0
2022-01-01 20:00:00,10467.0,568.0,4318.0,2817.0,0.0,0.0
2022-01-01 21:00:00,10469.0,216.0,4124.0,2956.0,0.0,0.0
2022-01-01 22:00:00,10472.0,125.0,3548.0,2953.0,0.0,0.0
2022-01-01 23:00:00,10470.0,123.0,3481.0,2809.0,0.0,0.0
2022-01-02 00:00:00,10474.0,123.0,3066.0,2889.0,0.0,0.0
2022-01-02 01:00:00,10474.0,123.0,3078.0,2821.0,0.0,0.0
2022-01-02 02:00:00,10475.0,124.0,2904.0,2746.0,0.0,0.0
2022-01-02 03:00:00,10473.0,129.0,3031.0,2702.0,0.0,0.0
2022-01-02 04:00:00,10476.0,182.0,2939.0,2690.0,0.0,0.0
2022-01-02 05:00:00,10478.0,328.0,2986.0,2764.0,0.0,0.0
2022-01-02 06:00:00,10475.0,591.0,2982.0,2532.0,0.0,0.0
2022-01-02 07:00:00,10473.0,1025.0,3038.0,2348.0,0.0,0.0
2022-01-02 08:00:00,10468.0,1186.0,3208.0,2199.0,2.0,0.0
2022-01-02 09:00:00,10462.0,1227.0,3592.0,2238.0,4.0,0.0
2022-01-02 10:00:00,10465.0,1286.0,3815.0,2193.0,10.0,2.0
2022-01-02 11:00:00,10461.0,1405.0,3720.0,2274.0,19.0,3.0
2022-01-02 12:00:00,10460.0,1689.0,3849.0,2226.0,22.0,0.0
2022-01-02 13:00:00,10428.0,1614.0,3781.0,2137.0,25.0,0.0
2022-01-02 14:00:00,10420.0,1623.0,4048.0,1922.0,21.0,0.0
2022-01-02 15:00:00,10423.0,1837.0,4050.0,1706.0,10.0,0.0
2022-01-02 16:00:00,10428.0,2009.0,4788.0,1397.0,1.0,0.0
2022-01-02 17:00:00,10435.0,2875.0,5256.0,1252.0,0.0,0.0
2022-01-02 18:00:00,10445.0,2825.0,5094.0,1349.0,0.0,0.0
2022-01-02 19:00:00,10445.0,2663.0,4708.0,1296.0,0.0,0.0
2022-01-02 20:00:00,10442.0,2498.0,4708.0,1097.0,0.0,0.0
2022-01-02 21:00:00,10445.0,2398.0,4519.0,987.0,0.0,1.0
2022-01-02 22:00:00,10441.0,2170.0,3932.0,898.0,0.0,11.0
2022-01-02 23:00:00,10444.0,1931.0,3769.0,796.0,0.0,39.0
2022-01-03 00:00:00,10442.0,1730.0,3403.0,664.0,0.0,53.0
2022-01-03 01:00:00,10447.0,1682.0,3182.0,567.0,0.0,51.0
2022-01-03 02:00:00,10447.0,1955.0,3215.0,383.0,0.0,51.0
2022-01-03 03:00:00,10449.0,2394.0,3178.0,373.0,0.0,51.0
2022-01-03 04:00:00,10444.0,2396.0,3226.0,526.0,0.0,51.0
2022-01-03 05:00:00,10444.0,2297.0,3152.0,757.0,0.0,51.0
2022-01-03 06:00:00,10441.0,2583.0,3901.0,814.0,0.0,53.0
2022-01-03 07:00:00,10442.0,3575.0,4458.0,624.0,0.0,53.0
2022-01-03 08:00:00,10441.0,3552.0,4626.0,595.0,3.0,53.0
2022-01-03 09:00:00,10444.0,3815.0,4735.0,426.0,13.0,53.0
2022-01-03 10:00:00,10444.0,4438.0,4472.0,425.0,27.0,53.0
2022-01-03 11:00:00,10443.0,4529.0,4190.0,408.0,41.0,54.0
2022-01-03 12:00:00,10382.0,4105.0,4112.0,507.0,54.0,53.0
2022-01-03 13:00:00,10319.0,3862.0,4103.0,596.0,60.0,53.0
2022-01-03 14:00:00,10338.0,3524.0,4123.0,732.0,54.0,53.0
2022-01-03 15:00:00,10337.0,3721.0,4624.0,832.0,28.0,53.0
2022-01-03 16:00:00,10326.0,4260.0,5154.0,1026.0,9.0,54.0
2022-01-03 17:00:00,10322.0,5197.0,5289.0,1288.0,0.0,54.0
2022-01-03 18:00:00,10332.0,4640.0,5247.0,1517.0,0.0,54.0
2022-01-03 19:00:00,10334.0,3498.0,4911.0,2039.0,0.0,54.0
2022-01-03 20:00:00,10337.0,3102.0,4574.0,2390.0,0.0,54.0
2022-01-03 21:00:00,10338.0,2158.0,3817.0,2733.0,0.0,54.0
2022-01-03 22:00:00,10336.0,1227.0,3086.0,3096.0,0.0,54.0
2022-01-03 23:00:00,10333.0,598.0,2979.0,3135.0,0.0,53.0
2022-01-04 00:00:00,10332.0,508.0,3036.0,3264.0,0.0,54.0
2022-01-04 01:00:00,10326.0,517.0,2866.0,3267.0,0.0,66.0
2022-01-04 02:00:00,10154.0,703.0,2840.0,3155.0,0.0,69.0
2022-01-04 03:00:00,9998.0,1067.0,3138.0,3060.0,0.0,70.0
2022-01-04 04:00:00,10000.0,1711.0,3136.0,2861.0,0.0,70.0
2022-01-04 05:00:00,9997.0,2601.0,3430.0,2369.0,0.0,73.0
2022-01-04 06:00:00,9998.0,3715.0,3589.0,1875.0,0.0,80.0
2022-01-04 07:00:00,9999.0,3976.0,4298.0,2042.0,1.0,85.0
2022-01-04 08:00:00,10005.0,4089.0,4332.0,2268.0,4.0,85.0
2022-01-04 09:00:00,10002.0,3681.0,4444.0,2471.0,20.0,85.0
2022-01-04 10:00:00,10003.0,2739.0,4287.0,2714.0,44.0,84.0
2022-01-04 11:00:00,10018.0,2502.0,4013.0,2592.0,67.0,85.0
2022-01-04 12:00:00,9999.0,2705.0,3897.0,2448.0,84.0,88.0
2022-01-04 13:00:00,9998.0,2165.0,3827.0,2753.0,128.0,84.0
2022-01-04 14:00:00,9994.0,1957.0,4141.0,2837.0,108.0,55.0
2022-01-04 15:00:00,9992.0,1991.0,4674.0,2764.0,47.0,32.0
2022-01-04 16:00:00,9994.0,2154.0,5226.0,2910.0,8.0,32.0
2022-01-04 17:00:00,9995.0,2808.0,5371.0,3071.0,0.0,35.0
2022-01-04 18:00:00,9998.0,2356.0,5201.0,3153.0,0.0,36.0
2022-01-04 19:00:00,9995.0,2342.0,4984.0,3357.0,0.0,40.0
2022-01-04 20:00:00,9999.0,2116.0,4514.0,3559.0,0.0,42.0
2022-01-04 21:00:00,10012.0,1151.0,3783.0,3706.0,0.0,34.0
2022-01-04 22:00:00,10022.0,942.0,3289.0,3793.0,0.0,25.0
2022-01-04 23:00:00,10020.0,602.0,3043.0,3819.0,0.0,28.0
2022-01-05 00:00:00,10023.0,213.0,2694.0,3615.0,0.0,21.0
2022-01-05 01:00:00,10020.0,128.0,2658.0,3474.0,0.0,17.0
2022-01-05 02:00:00,10020.0,126.0,2643.0,2922.0,0.0,17.0
2022-01-05 03:00:00,10023.0,126.0,2755.0,2329.0,0.0,18.0
2022-01-05 04:00:00,10020.0,126.0,2839.0,2476.0,0.0,18.0
2022-01-05 05:00:00,10016.0,137.0,2912.0,2834.0,0.0,20.0
2022-01-05 06:00:00,10020.0,240.0,2993.0,3061.0,0.0,26.0
2022-01-05 07:00:00,10022.0,468.0,3448.0,3578.0,0.0,33.0
2022-01-05 08:00:00,10023.0,642.0,3639.0,3350.0,4.0,33.0
2022-01-05 09:00:00,10021.0,727.0,3704.0,3937.0,15.0,32.0
2022-01-05 10:00:00,10017.0,821.0,4308.0,4014.0,18.0,31.0
2022-01-05 11:00:00,10019.0,1475.0,4266.0,4061.0,29.0,31.0
2022-01-05 12:00:00,10018.0,1731.0,4205.0,4041.0,28.0,31.0
2022-01-05 13:00:00,10016.0,1654.0,3664.0,3938.0,20.0,31.0
2022-01-05 14:00:00,10013.0,1375.0,4151.0,4119.0,12.0,32.0
2022-01-05 15:00:00,10018.0,1244.0,3911.0,4212.0,7.0,31.0
2022-01-05 16:00:00,10012.0,1375.0,4205.0,4264.0,3.0,32.0
2022-01-05 17:00:00,10010.0,1578.0,4569.0,4235.0,0.0,33.0
2022-01-05 18:00:00,10019.0,1555.0,4177.0,4338.0,0.0,33.0
2022-01-05 19:00:00,10010.0,1086.0,3776.0,4372.0,0.0,32.0
2022-01-05 20:00:00,10013.0,797.0,4106.0,4384.0,0.0,27.0
2022-01-05 21:00:00,10012.0,614.0,3523.0,4357.0,0.0,22.0
2022-01-05 22:00:00,10010.0,542.0,3372.0,4142.0,0.0,46.0
2022-01-05 23:00:00,10009.0,245.0,3238.0,4093.0,0.0,65.0
2022-01-06 00:00:00,10006.0,129.0,3389.0,3804.0,0.0,65.0
2022-01-06 01:00:00,10000.0,131.0,3401.0,3880.0,0.0,64.0
2022-01-06 02:00:00,10005.0,138.0,3396.0,3974.0,0.0,64.0
2022-01-06 03:00:00,10013.0,282.0,3415.0,3807.0,0.0,65.0
2022-01-06 04:00:00,10020.0,646.0,3326.0,3676.0,0.0,65.0
2022-01-06 05:00:00,10021.0,1246.0,3302.0,3383.0,0.0,67.0
2022-01-06 06:00:00,10018.0,1547.0,3573.0,3095.0,1.0,72.0
2022-01-06 07:00:00,10006.0,1977.0,4072.0,2976.0,2.0,79.0
2022-01-06 08:00:00,9995.0,1995.0,4796.0,2806.0,9.0,79.0
2022-01-06 09:00:00,9986.0,2179.0,4829.0,2595.0,58.0,80.0
2022-01-06 10:00:00,9978.0,2318.0,4578.0,2515.0,91.0,81.0
2022-01-06 11:00:00,9972.0,2419.0,4875.0,2313.0,109.0,82.0
2022-01-06 12:00:00,9969.0,2563.0,5013.0,1991.0,139.0,84.0
2022-01-06 13:00:00,9971.0,2736.0,5022.0,1611.0,132.0,84.0
2022-01-06 14:00:00,9956.0,2889.0,4948.0,1411.0,65.0,82.0
2022-01-06 15:00:00,9956.0,3093.0,5337.0,1315.0,28.0,82.0
2022-01-06 16:00:00,9968.0,3687.0,5962.0,1141.0,5.0,80.0
2022-01-06 17:00:00,9965.0,4565.0,5961.0,987.0,1.0,81.0
2022-01-06 18:00:00,9979.0,4115.0,5916.0,1003.0,0.0,82.0
2022-01-06 19:00:00,9978.0,4133.0,5467.0,1018.0,0.0,83.0
2022-01-06 20:00:00,9978.0,4357.0,5263.0,1052.0,0.0,83.0
2022-01-06 21:00:00,9971.0,3868.0,4772.0,1054.0,0.0,81.0
2022-01-06 22:00:00,9982.0,2830.0,4367.0,1151.0,0.0,83.0
2022-01-06 23:00:00,9988.0,2337.0,3998.0,1222.0,0.0,75.0
2022-01-07 00:00:00,9981.0,2068.0,3614.0,1162.0,0.0,67.0
2022-01-07 01:00:00,9992.0,1850.0,3454.0,1280.0,0.0,66.0
2022-01-07 02:00:00,9990.0,1779.0,3469.0,1446.0,0.0,66.0
2022-01-07 03:00:00,9991.0,1668.0,3310.0,1636.0,0.0,66.0
2022-01-07 04:00:00,9995.0,1606.0,3178.0,1708.0,0.0,66.0
2022-01-07 05:00:00,9992.0,1899.0,3535.0,1879.0,0.0,28.0
2022-01-07 06:00:00,9992.0,2694.0,3985.0,1902.0,0.0,25.0
2022-01-07 07:00:00,9990.0,3514.0,4420.0,1988.0,1.0,31.0
2022-01-07 08:00:00,9986.0,3622.0,4901.0,1894.0,11.0,31.0
2022-01-07 09:00:00,9990.0,3920.0,4688.0,1823.0,64.0,32.0
2022-01-07 10:00:00,9996.0,3118.0,4642.0,1980.0,171.0,32.0
2022-01-07 11:00:00,10000.0,2761.0,4626.0,1996.0,229.0,32.0
2022-01-07 12:00:00,9996.0,2575.0,4676.0,2018.0,228.0,32.0
2022-01-07 13:00:00,9995.0,2386.0,4709.0,2139.0,157.0,31.0
2022-01-07 14:00:00,10008.0,2489.0,4373.0,2301.0,132.0,31.0
2022-01-07 15:00:00,10023.0,2706.0,4339.0,2417.0,102.0,31.0
2022-01-07 16:00:00,10022.0,3002.0,5225.0,2328.0,20.0,31.0
2022-01-07 17:00:00,10026.0,4335.0,5775.0,1763.0,1.0,32.0
2022-01-07 18:00:00,10028.0,4414.0,5692.0,1457.0,0.0,32.0
2022-01-07 19:00:00,10029.0,4400.0,5378.0,1303.0,0.0,32.0
2022-01-07 20:00:00,10030.0,4639.0,4977.0,1108.0,0.0,32.0
2022-01-07 21:00:00,10030.0,4441.0,4511.0,949.0,0.0,32.0
2022-01-07 22:00:00,10035.0,4423.0,4138.0,750.0,0.0,32.0
2022-01-07 23:00:00,10034.0,3915.0,3998.0,706.0,0.0,21.0
2022-01-08 00:00:00,10032.0,3425.0,3795.0,683.0,0.0,0.0
2022-01-08 01:00:00,10034.0,3362.0,3598.0,623.0,0.0,0.0
2022-01-08 02:00:00,10033.0,3088.0,3568.0,701.0,0.0,0.0
2022-01-08 03:00:00,10033.0,3017.0,3580.0,741.0,0.0,0.0
2022-01-08 04:00:00,10030.0,3205.0,3469.0,842.0,0.0,0.0
2022-01-08 05:00:00,10028.0,3320.0,3591.0,974.0,0.0,0.0
2022-01-08 06:00:00,10026.0,2421.0,3613.0,1411.0,0.0,0.0
2022-01-08 07:00:00,10021.0,2475.0,3851.0,2169.0,3.0,0.0
2022-01-08 08:00:00,10024.0,2481.0,3714.0,1805.0,23.0,0.0
2022-01-08 09:00:00,10025.0,2562.0,3605.0,1955.0,58.0,0.0
2022-01-08 10:00:00,10025.0,2271.0,3480.0,2152.0,125.0,0.0
2022-01-08 11:00:00,10029.0,2150.0,3210.0,2584.0,164.0,0.0
2022-01-08 12:00:00,10026.0,2139.0,3180.0,2825.0,199.0,0.0
2022-01-08 13:00:00,10033.0,2120.0,3077.0,3128.0,228.0,0.0
2022-01-08 14:00:00,10032.0,1904.0,3441.0,3331.0,193.0,0.0
2022-01-08 15:00:00,10032.0,1916.0,3995.0,3313.0,82.0,0.0
2022-01-08 16:00:00,10029.0,2078.0,4656.0,3235.0,18.0,0.0
2022-01-08 17:00:00,10029.0,2982.0,5067.0,3325.0,1.0,0.0
