Datetime,Nuclear,Gas,Hydro,Wind,Solar,Biofuel
2018-01-01 00:00:00,11671.0,1583.0,4152.0,992.0,0.0,3.0
2018-01-01 01:00:00,11672.0,1192.0,4093.0,1124.0,0.0,1.0
2018-01-01 02:00:00,11672.0,1040.0,4231.0,1265.0,0.0,0.0
2018-01-01 03:00:00,11669.0,1041.0,3895.0,1369.0,0.0,0.0
2018-01-01 04:00:00,11674.0,1004.0,3271.0,1848.0,0.0,0.0
2018-01-01 05:00:00,11682.0,1048.0,3292.0,2022.0,0.0,0.0
2018-01-01 06:00:00,11682.0,966.0,3977.0,2378.0,0.0,1.0
2018-01-01 07:00:00,11682.0,741.0,4311.0,2542.0,0.0,4.0
2018-01-01 08:00:00,11678.0,650.0,4058.0,2719.0,2.0,2.0
2018-01-01 09:00:00,11682.0,556.0,4644.0,2687.0,13.0,2.0
2018-01-01 10:00:00,11679.0,636.0,4171.0,2805.0,36.0,3.0
2018-01-01 11:00:00,11688.0,847.0,3819.0,2806.0,47.0,3.0
2018-01-01 12:00:00,11682.0,1059.0,3790.0,2859.0,62.0,2.0
2018-01-01 13:00:00,11681.0,1288.0,3592.0,2655.0,65.0,1.0
2018-01-01 14:00:00,11681.0,1623.0,3703.0,2267.0,49.0,0.0
2018-01-01 15:00:00,11680.0,2031.0,3802.0,2681.0,25.0,0.0
2018-01-01 16:00:00,11669.0,2280.0,4779.0,2772.0,5.0,0.0
2018-01-01 17:00:00,11668.0,2690.0,5670.0,2721.0,0.0,0.0
2018-01-01 18:00:00,11678.0,2582.0,5170.0,2921.0,0.0,0.0
2018-01-01 19:00:00,11677.0,2490.0,5073.0,2974.0,0.0,0.0
2018-01-01 20:00:00,11679.0,2315.0,5162.0,2855.0,0.0,0.0
2018-01-01 21:00:00,11674.0,1767.0,4946.0,2658.0,0.0,0.0
2018-01-01 22:00:00,11674.0,1017.0,4158.0,2572.0,0.0,0.0
2018-01-01 23:00:00,11679.0,937.0,3809.0,2722.0,0.0,5.0
2018-01-02 00:00:00,11663.0,948.0,3564.0,2871.0,0.0,12.0
2018-01-02 01:00:00,11663.0,621.0,3164.0,2538.0,0.0,16.0
2018-01-02 02:00:00,11660.0,551.0,3161.0,2646.0,0.0,14.0
2018-01-02 03:00:00,11657.0,607.0,3153.0,2284.0,0.0,13.0
2018-01-02 04:00:00,11658.0,859.0,3051.0,2646.0,0.0,4.0
2018-01-02 05:00:00,11663.0,1113.0,3276.0,2858.0,0.0,2.0
2018-01-02 06:00:00,11671.0,1225.0,3818.0,3375.0,0.0,4.0
2018-01-02 07:00:00,11674.0,1367.0,4801.0,3611.0,0.0,4.0
2018-01-02 08:00:00,11671.0,1500.0,5153.0,3550.0,5.0,5.0
2018-01-02 09:00:00,11671.0,1552.0,5235.0,3659.0,16.0,13.0
2018-01-02 10:00:00,11648.0,1439.0,5384.0,3781.0,35.0,18.0
2018-01-02 11:00:00,11606.0,1657.0,4973.0,3854.0,60.0,28.0
2018-01-02 12:00:00,11603.0,1602.0,4631.0,3902.0,76.0,27.0
2018-01-02 13:00:00,11604.0,1607.0,4250.0,3892.0,76.0,30.0
2018-01-02 14:00:00,11600.0,1791.0,4019.0,3846.0,55.0,33.0
2018-01-02 15:00:00,11643.0,2163.0,4258.0,3438.0,21.0,35.0
2018-01-02 16:00:00,11663.0,2616.0,4737.0,3413.0,4.0,34.0
2018-01-02 17:00:00,11668.0,2658.0,5211.0,3754.0,0.0,46.0
2018-01-02 18:00:00,11658.0,2677.0,5026.0,3782.0,0.0,45.0
2018-01-02 19:00:00,11656.0,2317.0,5028.0,3713.0,0.0,44.0
2018-01-02 20:00:00,11641.0,2126.0,5379.0,3775.0,0.0,45.0
2018-01-02 21:00:00,11630.0,1339.0,4937.0,3445.0,0.0,35.0
2018-01-02 22:00:00,11653.0,476.0,4489.0,3204.0,0.0,33.0
2018-01-02 23:00:00,11642.0,369.0,3966.0,3368.0,0.0,21.0
2018-01-03 00:00:00,10824.0,364.0,3747.0,3374.0,0.0,15.0
2018-01-03 01:00:00,10817.0,372.0,3732.0,3308.0,0.0,16.0
2018-01-03 02:00:00,10816.0,377.0,3853.0,3004.0,0.0,17.0
2018-01-03 03:00:00,10816.0,450.0,3840.0,2881.0,0.0,18.0
2018-01-03 04:00:00,10825.0,886.0,3727.0,2876.0,0.0,18.0
2018-01-03 05:00:00,10831.0,1273.0,3747.0,2604.0,0.0,19.0
2018-01-03 06:00:00,10831.0,1557.0,3774.0,3187.0,0.0,27.0
2018-01-03 07:00:00,10825.0,1768.0,4720.0,3299.0,0.0,33.0
2018-01-03 08:00:00,10823.0,2007.0,5185.0,3190.0,3.0,35.0
2018-01-03 09:00:00,10818.0,2203.0,5279.0,3283.0,11.0,35.0
2018-01-03 10:00:00,10820.0,2194.0,4832.0,3279.0,39.0,34.0
2018-01-03 11:00:00,10827.0,2188.0,4986.0,3083.0,62.0,35.0
2018-01-03 12:00:00,10828.0,2216.0,5066.0,2956.0,54.0,35.0
2018-01-03 13:00:00,10830.0,2264.0,4752.0,3026.0,35.0,34.0
2018-01-03 14:00:00,10823.0,2571.0,4405.0,2988.0,33.0,50.0
2018-01-03 15:00:00,10816.0,2998.0,4891.0,2761.0,16.0,86.0
2018-01-03 16:00:00,10760.0,3419.0,5378.0,2582.0,3.0,129.0
2018-01-03 17:00:00,10754.0,4186.0,5528.0,2382.0,0.0,141.0
2018-01-03 18:00:00,10753.0,3941.0,5454.0,2305.0,0.0,147.0
2018-01-03 19:00:00,10755.0,3430.0,5195.0,2234.0,0.0,101.0
2018-01-03 20:00:00,10774.0,3402.0,5097.0,2009.0,0.0,77.0
2018-01-03 21:00:00,10784.0,2818.0,5058.0,1837.0,0.0,108.0
2018-01-03 22:00:00,10721.0,2472.0,4556.0,1906.0,0.0,110.0
2018-01-03 23:00:00,10757.0,1547.0,4044.0,1892.0,0.0,62.0
2018-01-04 00:00:00,10821.0,940.0,3558.0,0.0,0.0,46.0
2018-01-04 01:00:00,10840.0,871.0,3514.0,0.0,0.0,10.0
2018-01-04 02:00:00,10855.0,891.0,3603.0,0.0,0.0,10.0
2018-01-04 03:00:00,10867.0,1147.0,3694.0,0.0,0.0,10.0
2018-01-04 04:00:00,10863.0,1924.0,3599.0,0.0,0.0,11.0
2018-01-04 05:00:00,10863.0,2637.0,3888.0,0.0,0.0,15.0
2018-01-04 06:00:00,10868.0,2869.0,4008.0,0.0,0.0,19.0
2018-01-04 07:00:00,10833.0,2880.0,4222.0,0.0,0.0,25.0
2018-01-04 08:00:00,10782.0,2855.0,4715.0,0.0,2.0,26.0
2018-01-04 09:00:00,10786.0,2850.0,4640.0,0.0,17.0,26.0
2018-01-04 10:00:00,10795.0,2742.0,4445.0,0.0,41.0,26.0
2018-01-04 11:00:00,10798.0,2476.0,4350.0,0.0,65.0,26.0
2018-01-04 12:00:00,10798.0,2414.0,4303.0,0.0,94.0,26.0
2018-01-04 13:00:00,10797.0,0.0,4670.0,2053.0,100.0,26.0
2018-01-04 14:00:00,10795.0,0.0,4769.0,1779.0,86.0,30.0
2018-01-04 15:00:00,10803.0,2706.0,4840.0,1810.0,44.0,29.0
2018-01-04 16:00:00,10860.0,2739.0,5007.0,1784.0,10.0,35.0
2018-01-04 17:00:00,10855.0,2870.0,5018.0,2810.0,0.0,37.0
2018-01-04 18:00:00,10864.0,2895.0,5103.0,2586.0,0.0,38.0
2018-01-04 19:00:00,10864.0,2458.0,5159.0,3156.0,0.0,33.0
2018-01-04 20:00:00,10856.0,2510.0,4904.0,3001.0,0.0,33.0
2018-01-04 21:00:00,10855.0,2127.0,4885.0,3050.0,0.0,20.0
2018-01-04 22:00:00,10723.0,1886.0,5155.0,3010.0,0.0,24.0
2018-01-04 23:00:00,10689.0,1603.0,4999.0,2823.0,0.0,36.0
2018-01-05 00:00:00,10661.0,665.0,4706.0,2581.0,0.0,67.0
2018-01-05 01:00:00,10668.0,431.0,3732.0,2759.0,0.0,60.0
2018-01-05 02:00:00,10669.0,442.0,3761.0,2613.0,0.0,57.0
2018-01-05 03:00:00,10678.0,703.0,3873.0,2377.0,0.0,60.0
2018-01-05 04:00:00,10676.0,1434.0,3963.0,2168.0,0.0,63.0
2018-01-05 05:00:00,10698.0,1739.0,3855.0,2306.0,0.0,64.0
2018-01-05 06:00:00,10887.0,1912.0,4549.0,2316.0,0.0,72.0
2018-01-05 07:00:00,10881.0,2070.0,5213.0,2306.0,0.0,126.0
2018-01-05 08:00:00,10866.0,2207.0,5321.0,2370.0,9.0,197.0
2018-01-05 09:00:00,10862.0,2407.0,5236.0,2276.0,48.0,204.0
2018-01-05 10:00:00,10872.0,2650.0,5281.0,2196.0,93.0,203.0
2018-01-05 11:00:00,11064.0,2290.0,5386.0,2280.0,117.0,201.0
2018-01-05 12:00:00,11232.0,1876.0,5242.0,2540.0,124.0,189.0
2018-01-05 13:00:00,11338.0,1774.0,5009.0,2703.0,116.0,147.0
2018-01-05 14:00:00,11089.0,1906.0,5018.0,2794.0,98.0,149.0
2018-01-05 15:00:00,11132.0,2313.0,5132.0,2988.0,51.0,207.0
