Datetime,Nuclear,Gas,Hydro,Wind,Solar,Biofuel
2021-01-01 00:00:00,9021.0,0.0,4781.0,161.0,0.0,0.0
2021-01-01 01:00:00,9037.0,0.0,4363.0,141.0,0.0,0.0
2021-01-01 02:00:00,9027.0,0.0,4028.0,238.0,0.0,0.0
2021-01-01 03:00:00,9182.0,0.0,3681.0,428.0,0.0,0.0
2021-01-01 04:00:00,9219.0,0.0,3172.0,277.0,0.0,0.0
2021-01-01 05:00:00,9220.0,0.0,3199.0,368.0,0.0,0.0
2021-01-01 06:00:00,9213.0,0.0,3329.0,586.0,0.0,0.0
2021-01-01 07:00:00,9208.0,0.0,3570.0,735.0,2.0,0.0
2021-01-01 08:00:00,9215.0,0.0,3694.0,964.0,21.0,0.0
2021-01-01 09:00:00,9245.0,0.0,3899.0,1033.0,36.0,0.0
2021-01-01 10:00:00,9418.0,0.0,3831.0,1269.0,55.0,0.0
2021-01-01 11:00:00,9595.0,0.0,3615.0,1644.0,72.0,0.0
2021-01-01 12:00:00,9688.0,0.0,3680.0,1768.0,67.0,0.0
2021-01-01 13:00:00,9691.0,0.0,3757.0,1797.0,50.0,0.0
2021-01-01 14:00:00,9698.0,0.0,4111.0,1855.0,31.0,0.0
2021-01-01 15:00:00,9695.0,0.0,4595.0,1495.0,13.0,0.0
2021-01-01 16:00:00,9686.0,0.0,4344.0,1778.0,1.0,0.0
2021-01-01 17:00:00,9681.0,0.0,4678.0,1880.0,0.0,0.0
2021-01-01 18:00:00,9683.0,0.0,4789.0,1969.0,0.0,0.0
2021-01-01 19:00:00,9782.0,0.0,5025.0,1924.0,0.0,0.0
2021-01-01 20:00:00,9797.0,0.0,4813.0,1569.0,0.0,0.0
2021-01-01 21:00:00,9802.0,0.0,4577.0,1495.0,0.0,0.0
2021-01-01 22:00:00,9814.0,0.0,4265.0,1144.0,0.0,0.0
2021-01-01 23:00:00,9791.0,0.0,3847.0,865.0,0.0,0.0
2021-01-02 00:00:00,9809.0,0.0,3877.0,575.0,0.0,0.0
2021-01-02 01:00:00,9810.0,0.0,3545.0,542.0,0.0,0.0
2021-01-02 02:00:00,9818.0,0.0,3487.0,441.0,0.0,0.0
2021-01-02 03:00:00,9809.0,0.0,3950.0,437.0,0.0,0.0
2021-01-02 04:00:00,9822.0,0.0,3658.0,499.0,0.0,0.0
2021-01-02 05:00:00,9837.0,0.0,3581.0,712.0,0.0,0.0
2021-01-02 06:00:00,9833.0,0.0,3427.0,730.0,0.0,0.0
2021-01-02 07:00:00,9833.0,0.0,3745.0,485.0,1.0,0.0
2021-01-02 08:00:00,9829.0,0.0,4245.0,426.0,3.0,0.0
2021-01-02 09:00:00,9837.0,0.0,4273.0,276.0,35.0,0.0
2021-01-02 10:00:00,9853.0,0.0,5070.0,172.0,64.0,0.0
2021-01-02 11:00:00,9847.0,0.0,5033.0,103.0,59.0,0.0
2021-01-02 12:00:00,9841.0,0.0,4791.0,104.0,72.0,0.0
2021-01-02 13:00:00,9839.0,0.0,4532.0,114.0,65.0,0.0
2021-01-02 14:00:00,9788.0,0.0,4625.0,88.0,40.0,0.0
2021-01-02 15:00:00,9834.0,0.0,4793.0,50.0,22.0,0.0
2021-01-02 16:00:00,9842.0,0.0,5236.0,42.0,2.0,0.0
2021-01-02 17:00:00,9845.0,0.0,5969.0,86.0,0.0,0.0
2021-01-02 18:00:00,9845.0,0.0,5810.0,75.0,0.0,0.0
2021-01-02 19:00:00,9846.0,0.0,5325.0,112.0,0.0,0.0
2021-01-02 20:00:00,9843.0,0.0,5127.0,154.0,0.0,0.0
2021-01-02 21:00:00,9846.0,0.0,4784.0,214.0,0.0,0.0
2021-01-02 22:00:00,9843.0,0.0,4281.0,246.0,0.0,0.0
2021-01-02 23:00:00,9848.0,0.0,3935.0,300.0,0.0,0.0
2021-01-03 00:00:00,9846.0,0.0,3431.0,252.0,0.0,0.0
2021-01-03 01:00:00,9853.0,0.0,3392.0,387.0,0.0,0.0
